,Title,Model,Fuel,Engine,Transmission_type,Location,Price
1143,Suzuki Swift  2018 DLX 1.3 Navigation  for Sale,2018,Petrol,1300 cc,Manual,Lahore,PKR 20.85 lacs
1144,Toyota Hilux  2018 Revo V Automatic 2.8 for Sale,2018,Diesel,2800 cc,Automatic,Islamabad,PKR 74 lacs
1145,Mercedes Benz C Class  2016 C180 Exclusive for...,2016,Petrol,1500 cc,Automatic,Islamabad,PKR 98 lacs
1146,Suzuki Swift  2018 DLX 1.3 Navigation  for Sale,2018,Petrol,1300 cc,Manual,Lahore,PKR 20.85 lacs
1147,BMW 3 Series  2015 316i for Sale,2015,Petrol,1600 cc,Automatic,Lahore,PKR 58 lacs
1148,Toyota Hilux  2018 Revo V Automatic 2.8 for Sale,2018,Diesel,2800 cc,Automatic,Islamabad,PKR 74 lacs
1149,Mercedes Benz C Class  2016 C180 Exclusive for...,2016,Petrol,1500 cc,Automatic,Islamabad,PKR 98 lacs
1150,Suzuki Swift  2018 DLX 1.3 Navigation  for Sale,2018,Petrol,1300 cc,Manual,Lahore,PKR 20.85 lacs
1151,BMW 3 Series  2015 316i for Sale,2015,Petrol,1600 cc,Automatic,Lahore,PKR 58 lacs
1152,Toyota Prado 120 Series 2003 TZ G 3.4 for Sale,2003,Petrol,3400 cc,Automatic,Islamabad,PKR 77 lacs
1153,Toyota Hilux  2018 Revo V Automatic 2.8 for Sale,2018,Diesel,2800 cc,Automatic,Islamabad,PKR 74 lacs
1154,Mercedes Benz C Class  2016 C180 Exclusive for...,2016,Petrol,1500 cc,Automatic,Islamabad,PKR 98 lacs
1155,Suzuki Swift  2018 DLX 1.3 Navigation  for Sale,2018,Petrol,1300 cc,Manual,Lahore,PKR 20.85 lacs
1156,BMW 3 Series  2015 316i for Sale,2015,Petrol,1600 cc,Automatic,Lahore,PKR 58 lacs
1157,Toyota Prado 120 Series 2003 TZ G 3.4 for Sale,2003,Petrol,3400 cc,Automatic,Islamabad,PKR 77 lacs
1158,Toyota Land Cruiser  2015 ZX for Sale,2015,Petrol,4600 cc,Automatic,Lahore,PKR 3 crore
1159,Toyota Hilux  2018 Revo V Automatic 2.8 for Sale,2018,Diesel,2800 cc,Automatic,Islamabad,PKR 74 lacs
1160,Mercedes Benz C Class  2016 C180 Exclusive for...,2016,Petrol,1500 cc,Automatic,Islamabad,PKR 98 lacs
1161,Suzuki Swift  2018 DLX 1.3 Navigation  for Sale,2018,Petrol,1300 cc,Manual,Lahore,PKR 20.85 lacs
1162,BMW 3 Series  2015 316i for Sale,2015,Petrol,1600 cc,Automatic,Lahore,PKR 58 lacs
1163,Toyota Prado 120 Series 2003 TZ G 3.4 for Sale,2003,Petrol,3400 cc,Automatic,Islamabad,PKR 77 lacs
1164,Toyota Land Cruiser  2015 ZX for Sale,2015,Petrol,4600 cc,Automatic,Lahore,PKR 3 crore
1165,Toyota Corolla Axio  2007 G for Sale,2007,Petrol,1500 cc,Automatic,Peshawar,PKR 27.5 lacs
1166,Toyota Hilux  2018 Revo V Automatic 2.8 for Sale,2018,Diesel,2800 cc,Automatic,Islamabad,PKR 74 lacs
1167,Mercedes Benz C Class  2016 C180 Exclusive for...,2016,Petrol,1500 cc,Automatic,Islamabad,PKR 98 lacs
1168,Suzuki Swift  2018 DLX 1.3 Navigation  for Sale,2018,Petrol,1300 cc,Manual,Lahore,PKR 20.85 lacs
1169,BMW 3 Series  2015 316i for Sale,2015,Petrol,1600 cc,Automatic,Lahore,PKR 58 lacs
1170,Toyota Prado 120 Series 2003 TZ G 3.4 for Sale,2003,Petrol,3400 cc,Automatic,Islamabad,PKR 77 lacs
1171,Toyota Land Cruiser  2015 ZX for Sale,2015,Petrol,4600 cc,Automatic,Lahore,PKR 3 crore
1172,Toyota Corolla Axio  2007 G for Sale,2007,Petrol,1500 cc,Automatic,Peshawar,PKR 27.5 lacs
1173,Honda Vezel  2017 Hybrid RS Honda Sensing  for...,2017,Petrol,1500 cc,Automatic,Karachi,PKR 56 lacs
1174,Toyota Hilux  2018 Revo V Automatic 2.8 for Sale,2018,Diesel,2800 cc,Automatic,Islamabad,PKR 74 lacs
1175,Mercedes Benz C Class  2016 C180 Exclusive for...,2016,Petrol,1500 cc,Automatic,Islamabad,PKR 98 lacs
1176,Suzuki Swift  2018 DLX 1.3 Navigation  for Sale,2018,Petrol,1300 cc,Manual,Lahore,PKR 20.85 lacs
1177,BMW 3 Series  2015 316i for Sale,2015,Petrol,1600 cc,Automatic,Lahore,PKR 58 lacs
1178,Toyota Prado 120 Series 2003 TZ G 3.4 for Sale,2003,Petrol,3400 cc,Automatic,Islamabad,PKR 77 lacs
1179,Toyota Land Cruiser  2015 ZX for Sale,2015,Petrol,4600 cc,Automatic,Lahore,PKR 3 crore
1180,Toyota Corolla Axio  2007 G for Sale,2007,Petrol,1500 cc,Automatic,Peshawar,PKR 27.5 lacs
1181,Honda Vezel  2017 Hybrid RS Honda Sensing  for...,2017,Petrol,1500 cc,Automatic,Karachi,PKR 56 lacs
1182,Honda Vezel  2017 Hybrid Z Honda Sensing  for ...,2017,Petrol,1500 cc,Automatic,Karachi,PKR 52 lacs
1183,Toyota Hilux  2018 Revo V Automatic 2.8 for Sale,2018,Diesel,2800 cc,Automatic,Islamabad,PKR 74 lacs
1184,Mercedes Benz C Class  2016 C180 Exclusive for...,2016,Petrol,1500 cc,Automatic,Islamabad,PKR 98 lacs
1185,Suzuki Swift  2018 DLX 1.3 Navigation  for Sale,2018,Petrol,1300 cc,Manual,Lahore,PKR 20.85 lacs
1186,BMW 3 Series  2015 316i for Sale,2015,Petrol,1600 cc,Automatic,Lahore,PKR 58 lacs
1187,Toyota Prado 120 Series 2003 TZ G 3.4 for Sale,2003,Petrol,3400 cc,Automatic,Islamabad,PKR 77 lacs
1188,Toyota Land Cruiser  2015 ZX for Sale,2015,Petrol,4600 cc,Automatic,Lahore,PKR 3 crore
1189,Toyota Corolla Axio  2007 G for Sale,2007,Petrol,1500 cc,Automatic,Peshawar,PKR 27.5 lacs
1190,Honda Vezel  2017 Hybrid RS Honda Sensing  for...,2017,Petrol,1500 cc,Automatic,Karachi,PKR 56 lacs
1191,Honda Vezel  2017 Hybrid Z Honda Sensing  for ...,2017,Petrol,1500 cc,Automatic,Karachi,PKR 52 lacs
1192,Daihatsu Mira  2014 ES for Sale,2014,Petrol,660 cc,Automatic,Islamabad,PKR 16 lacs
1193,Toyota Hilux  2018 Revo V Automatic 2.8 for Sale,2018,Diesel,2800 cc,Automatic,Islamabad,PKR 74 lacs
1194,Mercedes Benz C Class  2016 C180 Exclusive for...,2016,Petrol,1500 cc,Automatic,Islamabad,PKR 98 lacs
1195,Suzuki Swift  2018 DLX 1.3 Navigation  for Sale,2018,Petrol,1300 cc,Manual,Lahore,PKR 20.85 lacs
1196,BMW 3 Series  2015 316i for Sale,2015,Petrol,1600 cc,Automatic,Lahore,PKR 58 lacs
1197,Toyota Prado 120 Series 2003 TZ G 3.4 for Sale,2003,Petrol,3400 cc,Automatic,Islamabad,PKR 77 lacs
1198,Toyota Land Cruiser  2015 ZX for Sale,2015,Petrol,4600 cc,Automatic,Lahore,PKR 3 crore
1199,Toyota Corolla Axio  2007 G for Sale,2007,Petrol,1500 cc,Automatic,Peshawar,PKR 27.5 lacs
1200,Honda Vezel  2017 Hybrid RS Honda Sensing  for...,2017,Petrol,1500 cc,Automatic,Karachi,PKR 56 lacs
1201,Honda Vezel  2017 Hybrid Z Honda Sensing  for ...,2017,Petrol,1500 cc,Automatic,Karachi,PKR 52 lacs
1202,Daihatsu Mira  2014 ES for Sale,2014,Petrol,660 cc,Automatic,Islamabad,PKR 16 lacs
1203,Toyota Corolla Fielder  2019 Hybrid G for Sale,2019,Petrol,1500 cc,Automatic,Karachi,PKR 48 lacs
1204,Toyota Hilux  2018 Revo V Automatic 2.8 for Sale,2018,Diesel,2800 cc,Automatic,Islamabad,PKR 74 lacs
1205,Mercedes Benz C Class  2016 C180 Exclusive for...,2016,Petrol,1500 cc,Automatic,Islamabad,PKR 98 lacs
1206,Suzuki Swift  2018 DLX 1.3 Navigation  for Sale,2018,Petrol,1300 cc,Manual,Lahore,PKR 20.85 lacs
1207,BMW 3 Series  2015 316i for Sale,2015,Petrol,1600 cc,Automatic,Lahore,PKR 58 lacs
1208,Toyota Prado 120 Series 2003 TZ G 3.4 for Sale,2003,Petrol,3400 cc,Automatic,Islamabad,PKR 77 lacs
1209,Toyota Land Cruiser  2015 ZX for Sale,2015,Petrol,4600 cc,Automatic,Lahore,PKR 3 crore
1210,Toyota Corolla Axio  2007 G for Sale,2007,Petrol,1500 cc,Automatic,Peshawar,PKR 27.5 lacs
1211,Honda Vezel  2017 Hybrid RS Honda Sensing  for...,2017,Petrol,1500 cc,Automatic,Karachi,PKR 56 lacs
1212,Honda Vezel  2017 Hybrid Z Honda Sensing  for ...,2017,Petrol,1500 cc,Automatic,Karachi,PKR 52 lacs
1213,Daihatsu Mira  2014 ES for Sale,2014,Petrol,660 cc,Automatic,Islamabad,PKR 16 lacs
1214,Toyota Corolla Fielder  2019 Hybrid G for Sale,2019,Petrol,1500 cc,Automatic,Karachi,PKR 48 lacs
1215,Toyota Land Cruiser  2013 ZX for Sale,2013,Petrol,4600 cc,Automatic,Lahore,PKR 2.45 crore
1216,Toyota Hilux  2018 Revo V Automatic 2.8 for Sale,2018,Diesel,2800 cc,Automatic,Islamabad,PKR 74 lacs
1217,Mercedes Benz C Class  2016 C180 Exclusive for...,2016,Petrol,1500 cc,Automatic,Islamabad,PKR 98 lacs
1218,Suzuki Swift  2018 DLX 1.3 Navigation  for Sale,2018,Petrol,1300 cc,Manual,Lahore,PKR 20.85 lacs
1219,BMW 3 Series  2015 316i for Sale,2015,Petrol,1600 cc,Automatic,Lahore,PKR 58 lacs
1220,Toyota Prado 120 Series 2003 TZ G 3.4 for Sale,2003,Petrol,3400 cc,Automatic,Islamabad,PKR 77 lacs
1221,Toyota Land Cruiser  2015 ZX for Sale,2015,Petrol,4600 cc,Automatic,Lahore,PKR 3 crore
1222,Toyota Corolla Axio  2007 G for Sale,2007,Petrol,1500 cc,Automatic,Peshawar,PKR 27.5 lacs
1223,Honda Vezel  2017 Hybrid RS Honda Sensing  for...,2017,Petrol,1500 cc,Automatic,Karachi,PKR 56 lacs
1224,Honda Vezel  2017 Hybrid Z Honda Sensing  for ...,2017,Petrol,1500 cc,Automatic,Karachi,PKR 52 lacs
1225,Daihatsu Mira  2014 ES for Sale,2014,Petrol,660 cc,Automatic,Islamabad,PKR 16 lacs
1226,Toyota Corolla Fielder  2019 Hybrid G for Sale,2019,Petrol,1500 cc,Automatic,Karachi,PKR 48 lacs
1227,Toyota Land Cruiser  2013 ZX for Sale,2013,Petrol,4600 cc,Automatic,Lahore,PKR 2.45 crore
1228,Honda Civic  2017 Oriel 1.8 i-VTEC CVT for Sale,2017,Petrol,1800 cc,Automatic,Karachi,PKR 32.25 lacs
1229,Toyota Hilux  2018 Revo V Automatic 2.8 for Sale,2018,Diesel,2800 cc,Automatic,Islamabad,PKR 74 lacs
1230,Mercedes Benz C Class  2016 C180 Exclusive for...,2016,Petrol,1500 cc,Automatic,Islamabad,PKR 98 lacs
1231,Suzuki Swift  2018 DLX 1.3 Navigation  for Sale,2018,Petrol,1300 cc,Manual,Lahore,PKR 20.85 lacs
1232,BMW 3 Series  2015 316i for Sale,2015,Petrol,1600 cc,Automatic,Lahore,PKR 58 lacs
1233,Toyota Prado 120 Series 2003 TZ G 3.4 for Sale,2003,Petrol,3400 cc,Automatic,Islamabad,PKR 77 lacs
1234,Toyota Land Cruiser  2015 ZX for Sale,2015,Petrol,4600 cc,Automatic,Lahore,PKR 3 crore
1235,Toyota Corolla Axio  2007 G for Sale,2007,Petrol,1500 cc,Automatic,Peshawar,PKR 27.5 lacs
1236,Honda Vezel  2017 Hybrid RS Honda Sensing  for...,2017,Petrol,1500 cc,Automatic,Karachi,PKR 56 lacs
1237,Honda Vezel  2017 Hybrid Z Honda Sensing  for ...,2017,Petrol,1500 cc,Automatic,Karachi,PKR 52 lacs
1238,Daihatsu Mira  2014 ES for Sale,2014,Petrol,660 cc,Automatic,Islamabad,PKR 16 lacs
1239,Toyota Corolla Fielder  2019 Hybrid G for Sale,2019,Petrol,1500 cc,Automatic,Karachi,PKR 48 lacs
1240,Toyota Land Cruiser  2013 ZX for Sale,2013,Petrol,4600 cc,Automatic,Lahore,PKR 2.45 crore
1241,Honda Civic  2017 Oriel 1.8 i-VTEC CVT for Sale,2017,Petrol,1800 cc,Automatic,Karachi,PKR 32.25 lacs
1242,Toyota Vitz  2019 F 1.0 for Sale,2019,Petrol,0.0 kWh,Automatic,Gujranwala,PKR 29.75 lacs
1243,Toyota Hilux  2018 Revo V Automatic 2.8 for Sale,2018,Diesel,2800 cc,Automatic,Islamabad,PKR 74 lacs
1244,Mercedes Benz C Class  2016 C180 Exclusive for...,2016,Petrol,1500 cc,Automatic,Islamabad,PKR 98 lacs
1245,Suzuki Swift  2018 DLX 1.3 Navigation  for Sale,2018,Petrol,1300 cc,Manual,Lahore,PKR 20.85 lacs
1246,BMW 3 Series  2015 316i for Sale,2015,Petrol,1600 cc,Automatic,Lahore,PKR 58 lacs
1247,Toyota Prado 120 Series 2003 TZ G 3.4 for Sale,2003,Petrol,3400 cc,Automatic,Islamabad,PKR 77 lacs
1248,Toyota Land Cruiser  2015 ZX for Sale,2015,Petrol,4600 cc,Automatic,Lahore,PKR 3 crore
1249,Toyota Corolla Axio  2007 G for Sale,2007,Petrol,1500 cc,Automatic,Peshawar,PKR 27.5 lacs
1250,Honda Vezel  2017 Hybrid RS Honda Sensing  for...,2017,Petrol,1500 cc,Automatic,Karachi,PKR 56 lacs
1251,Honda Vezel  2017 Hybrid Z Honda Sensing  for ...,2017,Petrol,1500 cc,Automatic,Karachi,PKR 52 lacs
1252,Daihatsu Mira  2014 ES for Sale,2014,Petrol,660 cc,Automatic,Islamabad,PKR 16 lacs
1253,Toyota Corolla Fielder  2019 Hybrid G for Sale,2019,Petrol,1500 cc,Automatic,Karachi,PKR 48 lacs
1254,Toyota Land Cruiser  2013 ZX for Sale,2013,Petrol,4600 cc,Automatic,Lahore,PKR 2.45 crore
1255,Honda Civic  2017 Oriel 1.8 i-VTEC CVT for Sale,2017,Petrol,1800 cc,Automatic,Karachi,PKR 32.25 lacs
1256,Toyota Vitz  2019 F 1.0 for Sale,2019,Petrol,0.0 kWh,Automatic,Gujranwala,PKR 29.75 lacs
1257,Toyota Vitz  2018 F 1.0 for Sale,2018,Petrol,1000 cc,Automatic,Gujranwala,PKR 28.2 lacs
1258,Toyota Hilux  2018 Revo V Automatic 2.8 for Sale,2018,Diesel,2800 cc,Automatic,Islamabad,PKR 74 lacs
1259,Mercedes Benz C Class  2016 C180 Exclusive for...,2016,Petrol,1500 cc,Automatic,Islamabad,PKR 98 lacs
1260,Suzuki Swift  2018 DLX 1.3 Navigation  for Sale,2018,Petrol,1300 cc,Manual,Lahore,PKR 20.85 lacs
1261,BMW 3 Series  2015 316i for Sale,2015,Petrol,1600 cc,Automatic,Lahore,PKR 58 lacs
1262,Toyota Prado 120 Series 2003 TZ G 3.4 for Sale,2003,Petrol,3400 cc,Automatic,Islamabad,PKR 77 lacs
1263,Toyota Land Cruiser  2015 ZX for Sale,2015,Petrol,4600 cc,Automatic,Lahore,PKR 3 crore
1264,Toyota Corolla Axio  2007 G for Sale,2007,Petrol,1500 cc,Automatic,Peshawar,PKR 27.5 lacs
1265,Honda Vezel  2017 Hybrid RS Honda Sensing  for...,2017,Petrol,1500 cc,Automatic,Karachi,PKR 56 lacs
1266,Honda Vezel  2017 Hybrid Z Honda Sensing  for ...,2017,Petrol,1500 cc,Automatic,Karachi,PKR 52 lacs
1267,Daihatsu Mira  2014 ES for Sale,2014,Petrol,660 cc,Automatic,Islamabad,PKR 16 lacs
1268,Toyota Corolla Fielder  2019 Hybrid G for Sale,2019,Petrol,1500 cc,Automatic,Karachi,PKR 48 lacs
1269,Toyota Land Cruiser  2013 ZX for Sale,2013,Petrol,4600 cc,Automatic,Lahore,PKR 2.45 crore
1270,Honda Civic  2017 Oriel 1.8 i-VTEC CVT for Sale,2017,Petrol,1800 cc,Automatic,Karachi,PKR 32.25 lacs
1271,Toyota Vitz  2019 F 1.0 for Sale,2019,Petrol,0.0 kWh,Automatic,Gujranwala,PKR 29.75 lacs
1272,Toyota Vitz  2018 F 1.0 for Sale,2018,Petrol,1000 cc,Automatic,Gujranwala,PKR 28.2 lacs
1273,Toyota Corolla  2016 GLi Automatic 1.3 VVTi fo...,2016,Petrol,1300 cc,Automatic,Mandi bahauddin,PKR 26.5 lacs
1274,Toyota Hilux  2018 Revo V Automatic 2.8 for Sale,2018,Diesel,2800 cc,Automatic,Islamabad,PKR 74 lacs
1275,Mercedes Benz C Class  2016 C180 Exclusive for...,2016,Petrol,1500 cc,Automatic,Islamabad,PKR 98 lacs
1276,Suzuki Swift  2018 DLX 1.3 Navigation  for Sale,2018,Petrol,1300 cc,Manual,Lahore,PKR 20.85 lacs
1277,BMW 3 Series  2015 316i for Sale,2015,Petrol,1600 cc,Automatic,Lahore,PKR 58 lacs
1278,Toyota Prado 120 Series 2003 TZ G 3.4 for Sale,2003,Petrol,3400 cc,Automatic,Islamabad,PKR 77 lacs
1279,Toyota Land Cruiser  2015 ZX for Sale,2015,Petrol,4600 cc,Automatic,Lahore,PKR 3 crore
1280,Toyota Corolla Axio  2007 G for Sale,2007,Petrol,1500 cc,Automatic,Peshawar,PKR 27.5 lacs
1281,Honda Vezel  2017 Hybrid RS Honda Sensing  for...,2017,Petrol,1500 cc,Automatic,Karachi,PKR 56 lacs
1282,Honda Vezel  2017 Hybrid Z Honda Sensing  for ...,2017,Petrol,1500 cc,Automatic,Karachi,PKR 52 lacs
1283,Daihatsu Mira  2014 ES for Sale,2014,Petrol,660 cc,Automatic,Islamabad,PKR 16 lacs
1284,Toyota Corolla Fielder  2019 Hybrid G for Sale,2019,Petrol,1500 cc,Automatic,Karachi,PKR 48 lacs
1285,Toyota Land Cruiser  2013 ZX for Sale,2013,Petrol,4600 cc,Automatic,Lahore,PKR 2.45 crore
1286,Honda Civic  2017 Oriel 1.8 i-VTEC CVT for Sale,2017,Petrol,1800 cc,Automatic,Karachi,PKR 32.25 lacs
1287,Toyota Vitz  2019 F 1.0 for Sale,2019,Petrol,0.0 kWh,Automatic,Gujranwala,PKR 29.75 lacs
1288,Toyota Vitz  2018 F 1.0 for Sale,2018,Petrol,1000 cc,Automatic,Gujranwala,PKR 28.2 lacs
1289,Toyota Corolla  2016 GLi Automatic 1.3 VVTi fo...,2016,Petrol,1300 cc,Automatic,Mandi bahauddin,PKR 26.5 lacs
1290,Suzuki Wagon R  2017 VXL for Sale,2017,Petrol,1000 cc,Manual,Karachi,PKR 16.5 lacs
1291,Toyota Hilux  2018 Revo V Automatic 2.8 for Sale,2018,Diesel,2800 cc,Automatic,Islamabad,PKR 74 lacs
1292,Mercedes Benz C Class  2016 C180 Exclusive for...,2016,Petrol,1500 cc,Automatic,Islamabad,PKR 98 lacs
1293,Suzuki Swift  2018 DLX 1.3 Navigation  for Sale,2018,Petrol,1300 cc,Manual,Lahore,PKR 20.85 lacs
1294,BMW 3 Series  2015 316i for Sale,2015,Petrol,1600 cc,Automatic,Lahore,PKR 58 lacs
1295,Toyota Prado 120 Series 2003 TZ G 3.4 for Sale,2003,Petrol,3400 cc,Automatic,Islamabad,PKR 77 lacs
1296,Toyota Land Cruiser  2015 ZX for Sale,2015,Petrol,4600 cc,Automatic,Lahore,PKR 3 crore
1297,Toyota Corolla Axio  2007 G for Sale,2007,Petrol,1500 cc,Automatic,Peshawar,PKR 27.5 lacs
1298,Honda Vezel  2017 Hybrid RS Honda Sensing  for...,2017,Petrol,1500 cc,Automatic,Karachi,PKR 56 lacs
1299,Honda Vezel  2017 Hybrid Z Honda Sensing  for ...,2017,Petrol,1500 cc,Automatic,Karachi,PKR 52 lacs
1300,Daihatsu Mira  2014 ES for Sale,2014,Petrol,660 cc,Automatic,Islamabad,PKR 16 lacs
1301,Toyota Corolla Fielder  2019 Hybrid G for Sale,2019,Petrol,1500 cc,Automatic,Karachi,PKR 48 lacs
1302,Toyota Land Cruiser  2013 ZX for Sale,2013,Petrol,4600 cc,Automatic,Lahore,PKR 2.45 crore
1303,Honda Civic  2017 Oriel 1.8 i-VTEC CVT for Sale,2017,Petrol,1800 cc,Automatic,Karachi,PKR 32.25 lacs
1304,Toyota Vitz  2019 F 1.0 for Sale,2019,Petrol,0.0 kWh,Automatic,Gujranwala,PKR 29.75 lacs
1305,Toyota Vitz  2018 F 1.0 for Sale,2018,Petrol,1000 cc,Automatic,Gujranwala,PKR 28.2 lacs
1306,Toyota Corolla  2016 GLi Automatic 1.3 VVTi fo...,2016,Petrol,1300 cc,Automatic,Mandi bahauddin,PKR 26.5 lacs
1307,Suzuki Wagon R  2017 VXL for Sale,2017,Petrol,1000 cc,Manual,Karachi,PKR 16.5 lacs
1308,Suzuki Cultus  2010 VXRi (CNG) for Sale,2010,Petrol,1000 cc,Manual,Lahore,PKR 9.9 lacs
1309,Toyota Hilux  2018 Revo V Automatic 2.8 for Sale,2018,Diesel,2800 cc,Automatic,Islamabad,PKR 74 lacs
1310,Mercedes Benz C Class  2016 C180 Exclusive for...,2016,Petrol,1500 cc,Automatic,Islamabad,PKR 98 lacs
1311,Suzuki Swift  2018 DLX 1.3 Navigation  for Sale,2018,Petrol,1300 cc,Manual,Lahore,PKR 20.85 lacs
1312,BMW 3 Series  2015 316i for Sale,2015,Petrol,1600 cc,Automatic,Lahore,PKR 58 lacs
1313,Toyota Prado 120 Series 2003 TZ G 3.4 for Sale,2003,Petrol,3400 cc,Automatic,Islamabad,PKR 77 lacs
1314,Toyota Land Cruiser  2015 ZX for Sale,2015,Petrol,4600 cc,Automatic,Lahore,PKR 3 crore
1315,Toyota Corolla Axio  2007 G for Sale,2007,Petrol,1500 cc,Automatic,Peshawar,PKR 27.5 lacs
1316,Honda Vezel  2017 Hybrid RS Honda Sensing  for...,2017,Petrol,1500 cc,Automatic,Karachi,PKR 56 lacs
1317,Honda Vezel  2017 Hybrid Z Honda Sensing  for ...,2017,Petrol,1500 cc,Automatic,Karachi,PKR 52 lacs
1318,Daihatsu Mira  2014 ES for Sale,2014,Petrol,660 cc,Automatic,Islamabad,PKR 16 lacs
1319,Toyota Corolla Fielder  2019 Hybrid G for Sale,2019,Petrol,1500 cc,Automatic,Karachi,PKR 48 lacs
1320,Toyota Land Cruiser  2013 ZX for Sale,2013,Petrol,4600 cc,Automatic,Lahore,PKR 2.45 crore
1321,Honda Civic  2017 Oriel 1.8 i-VTEC CVT for Sale,2017,Petrol,1800 cc,Automatic,Karachi,PKR 32.25 lacs
1322,Toyota Vitz  2019 F 1.0 for Sale,2019,Petrol,0.0 kWh,Automatic,Gujranwala,PKR 29.75 lacs
1323,Toyota Vitz  2018 F 1.0 for Sale,2018,Petrol,1000 cc,Automatic,Gujranwala,PKR 28.2 lacs
1324,Toyota Corolla  2016 GLi Automatic 1.3 VVTi fo...,2016,Petrol,1300 cc,Automatic,Mandi bahauddin,PKR 26.5 lacs
1325,Suzuki Wagon R  2017 VXL for Sale,2017,Petrol,1000 cc,Manual,Karachi,PKR 16.5 lacs
1326,Suzuki Cultus  2010 VXRi (CNG) for Sale,2010,Petrol,1000 cc,Manual,Lahore,PKR 9.9 lacs
1327,Honda Civic  2001 VTi Oriel Automatic 1.6 for ...,2001,Petrol,1600 cc,Automatic,Peshawar,PKR 16 lacs
1328,Toyota Hilux  2018 Revo V Automatic 2.8 for Sale,2018,Diesel,2800 cc,Automatic,Islamabad,PKR 74 lacs
1329,Mercedes Benz C Class  2016 C180 Exclusive for...,2016,Petrol,1500 cc,Automatic,Islamabad,PKR 98 lacs
1330,Suzuki Swift  2018 DLX 1.3 Navigation  for Sale,2018,Petrol,1300 cc,Manual,Lahore,PKR 20.85 lacs
1331,BMW 3 Series  2015 316i for Sale,2015,Petrol,1600 cc,Automatic,Lahore,PKR 58 lacs
1332,Toyota Prado 120 Series 2003 TZ G 3.4 for Sale,2003,Petrol,3400 cc,Automatic,Islamabad,PKR 77 lacs
1333,Toyota Land Cruiser  2015 ZX for Sale,2015,Petrol,4600 cc,Automatic,Lahore,PKR 3 crore
1334,Toyota Corolla Axio  2007 G for Sale,2007,Petrol,1500 cc,Automatic,Peshawar,PKR 27.5 lacs
1335,Honda Vezel  2017 Hybrid RS Honda Sensing  for...,2017,Petrol,1500 cc,Automatic,Karachi,PKR 56 lacs
1336,Honda Vezel  2017 Hybrid Z Honda Sensing  for ...,2017,Petrol,1500 cc,Automatic,Karachi,PKR 52 lacs
1337,Daihatsu Mira  2014 ES for Sale,2014,Petrol,660 cc,Automatic,Islamabad,PKR 16 lacs
1338,Toyota Corolla Fielder  2019 Hybrid G for Sale,2019,Petrol,1500 cc,Automatic,Karachi,PKR 48 lacs
1339,Toyota Land Cruiser  2013 ZX for Sale,2013,Petrol,4600 cc,Automatic,Lahore,PKR 2.45 crore
1340,Honda Civic  2017 Oriel 1.8 i-VTEC CVT for Sale,2017,Petrol,1800 cc,Automatic,Karachi,PKR 32.25 lacs
1341,Toyota Vitz  2019 F 1.0 for Sale,2019,Petrol,0.0 kWh,Automatic,Gujranwala,PKR 29.75 lacs
1342,Toyota Vitz  2018 F 1.0 for Sale,2018,Petrol,1000 cc,Automatic,Gujranwala,PKR 28.2 lacs
1343,Toyota Corolla  2016 GLi Automatic 1.3 VVTi fo...,2016,Petrol,1300 cc,Automatic,Mandi bahauddin,PKR 26.5 lacs
1344,Suzuki Wagon R  2017 VXL for Sale,2017,Petrol,1000 cc,Manual,Karachi,PKR 16.5 lacs
1345,Suzuki Cultus  2010 VXRi (CNG) for Sale,2010,Petrol,1000 cc,Manual,Lahore,PKR 9.9 lacs
1346,Honda Civic  2001 VTi Oriel Automatic 1.6 for ...,2001,Petrol,1600 cc,Automatic,Peshawar,PKR 16 lacs
1347,Suzuki Mehran  2006 VX (CNG) for Sale,2006,Petrol,800 cc,Manual,Bhera,PKR 5 lacs
1348,Toyota Hilux  2018 Revo V Automatic 2.8 for Sale,2018,Diesel,2800 cc,Automatic,Islamabad,PKR 74 lacs
1349,Mercedes Benz C Class  2016 C180 Exclusive for...,2016,Petrol,1500 cc,Automatic,Islamabad,PKR 98 lacs
1350,Suzuki Swift  2018 DLX 1.3 Navigation  for Sale,2018,Petrol,1300 cc,Manual,Lahore,PKR 20.85 lacs
1351,BMW 3 Series  2015 316i for Sale,2015,Petrol,1600 cc,Automatic,Lahore,PKR 58 lacs
1352,Toyota Prado 120 Series 2003 TZ G 3.4 for Sale,2003,Petrol,3400 cc,Automatic,Islamabad,PKR 77 lacs
1353,Toyota Land Cruiser  2015 ZX for Sale,2015,Petrol,4600 cc,Automatic,Lahore,PKR 3 crore
1354,Toyota Corolla Axio  2007 G for Sale,2007,Petrol,1500 cc,Automatic,Peshawar,PKR 27.5 lacs
1355,Honda Vezel  2017 Hybrid RS Honda Sensing  for...,2017,Petrol,1500 cc,Automatic,Karachi,PKR 56 lacs
1356,Honda Vezel  2017 Hybrid Z Honda Sensing  for ...,2017,Petrol,1500 cc,Automatic,Karachi,PKR 52 lacs
1357,Daihatsu Mira  2014 ES for Sale,2014,Petrol,660 cc,Automatic,Islamabad,PKR 16 lacs
1358,Toyota Corolla Fielder  2019 Hybrid G for Sale,2019,Petrol,1500 cc,Automatic,Karachi,PKR 48 lacs
1359,Toyota Land Cruiser  2013 ZX for Sale,2013,Petrol,4600 cc,Automatic,Lahore,PKR 2.45 crore
